排名,学校名称（中文）,学校名称(英文),双一流/985/211,省市,类型,总分,办学层次
127,辽宁大学,辽宁,综合,209.4
128,西南石油大学,四川,理工,209.3
129,杭州师范大学,浙江,师范,209.1
130,河北大学,河北,综合,208.7
131,陕西科技大学,陕西,理工,208.6
132,安徽师范大学,安徽,师范,208.4
133,北京建筑大学,北京,理工,207.9
134,华侨大学,福建,综合,207.1
135,汕头大学,广东,综合,204.6
136,新疆大学,新疆,综合,204.3
137,江苏科技大学,江苏,理工,202.4
138,石河子大学,新疆,综合,201.7
139,中国计量大学,浙江,理工,201.6
140,河南农业大学,河南,农业,201.3
141,重庆邮电大学,重庆,理工,200.9
142,湖北工业大学,湖北,理工,199.9
142,沈阳农业大学,辽宁,农业,199.9
142,四川农业大学,四川,农业,199.9
145,武汉工程大学,湖北,理工,199.6
146,山东农业大学,山东,农业,198.4
147,长春理工大学,吉林,理工,198.3
148,天津师范大学,天津,师范,198.0
149,宁夏大学,宁夏,综合,197.2
150,黑龙江大学,黑龙江,综合,196.9
150,湖南农业大学,湖南,农业,196.9
152,常州大学,江苏,理工,195.6
153,浙江农林大学,浙江,林业,195.2
154,河北师范大学,河北,师范,195.0
155,河南师范大学,河南,师范,194.5
156,成都理工大学,四川,理工,194.3
157,天津工业大学,天津,理工,193.5
158,温州大学,浙江,综合,193.4
159,齐鲁工业大学,山东,理工,193.2
160,广西师范大学,广西,师范,191.5
161,南通大学,江苏,综合,191.3
162,安徽农业大学,安徽,农业,191.1
163,济南大学,山东,综合,190.8
164,吉林农业大学,吉林,农业,189.2
165,武汉纺织大学,湖北,理工,188.9
166,南昌航空大学,江西,理工,187.9
167,河南科技大学,河南,综合,187.3
167,上海海洋大学,上海,农业,187.3
169,江西理工大学,江西,理工,186.0
170,曲阜师范大学,山东,师范,185.8
171,西安科技大学,陕西,理工,184.9
172,集美大学,福建,综合,184.4
173,三峡大学,湖北,综合,184.3
174,北方工业大学,北京,理工,182.4
175,安徽工业大学,安徽,理工,182.0
176,延边大学,吉林,综合,181.4
177,西北师范大学,甘肃,师范,181.1
178,华东交通大学,江西,理工,179.8
179,河南理工大学,河南,理工,178.8
180,上海海事大学,上海,综合,177.6
181,辽宁师范大学,辽宁,师范,177.5
182,青岛科技大学,山东,理工,177.3
183,河北农业大学,河北,农业,176.5
183,中北大学,山西,理工,176.5
185,天津科技大学,天津,理工,176.3
186,长江大学,湖北,综合,175.3
186,江西农业大学,江西,农业,175.3
188,湖南科技大学,湖南,综合,175.2
189,云南师范大学,云南,师范,175.1
190,东华理工大学,江西,理工,173.6
191,南华大学,湖南,综合,173.5
192,西安邮电大学,陕西,理工,172.3
192,浙江海洋大学,浙江,农业,172.3
194,重庆交通大学,重庆,理工,171.8
194,沈阳工业大学,辽宁,理工,171.8
196,四川师范大学,四川,师范,171.7
197,内蒙古农业大学,内蒙古,农业,171.5
198,天津理工大学,天津,理工,171.2
199,兰州理工大学,甘肃,理工,170.9
199,上海电力大学,上海,理工,170.9
201,安徽理工大学,安徽,理工,170.1
202,国际关系学院,北京,综合,169.9
203,沈阳航空航天大学,辽宁,理工,168.8
204,中南林业科技大学,湖南,林业,168.6
205,青海大学,青海,综合,168.1
206,西南科技大学,四川,理工,167.7
207,北京信息科技大学,北京,理工,167.6
208,山东理工大学,山东,理工,167.3
209,河南工业大学,河南,理工,166.4
210,北京电子科技学院,北京,理工,165.7
211,苏州科技大学,江苏,理工,165.2
212,东北石油大学,黑龙江,理工,164.5
213,上海工程技术大学,上海,理工,163.6
214,哈尔滨师范大学,黑龙江,师范,163.5
214,青岛理工大学,山东,理工,163.5
214,烟台大学,山东,综合,163.5
217,佛山科学技术学院,广东,理工,163.4
218,华北水利水电大学,河南,理工,163.3
219,青岛农业大学,山东,农业,162.8
219,山西农业大学,山西,农业,162.8
221,石家庄铁道大学,河北,理工,162.5
222,哈尔滨理工大学,黑龙江,理工,162.4
223,甘肃农业大学,甘肃,农业,161.6
224,嘉兴学院,浙江,综合,160.9
225,海南师范大学,海南,师范,160.7
226,湖州师范学院,浙江,师范,160.2
227,武汉轻工大学,湖北,理工,159.8
228,重庆理工大学,重庆,理工,159.7
229,兰州交通大学,甘肃,理工,159.4
229,鲁东大学,山东,综合,159.4
231,桂林电子科技大学,广西,理工,159.2
232,西华师范大学,四川,师范,159.1
233,北京农学院,北京,农业,158.5
233,西藏大学,西藏,综合,158.5
235,大连工业大学,辽宁,理工,158.0
236,重庆师范大学,重庆,师范,157.3
237,安徽建筑大学,安徽,理工,157.1
238,成都大学,四川,综合,156.9
239,聊城大学,山东,综合,156.2
240,成都信息工程大学,四川,理工,155.5
241,河北科技大学,河北,理工,154.8
241,山东建筑大学,山东,理工,154.8
243,安徽工程大学,安徽,理工,154.1
244,东莞理工学院,广东,理工,153.7
245,西安石油大学,陕西,理工,153.5
246,南京工程学院,江苏,理工,153.2
247,沈阳建筑大学,辽宁,理工,153.1
248,赣南师范大学,江西,师范,152.2
249,西安工业大学,陕西,理工,151.9
249,郑州轻工业大学,河南,理工,151.9
251,山西师范大学,山西,师范,151.8
252,北京印刷学院,北京,理工,151.5
253,内蒙古师范大学,内蒙古,师范,151.2
254,青海师范大学,青海,师范,150.5
255,沈阳师范大学,辽宁,师范,150.4
256,沈阳化工大学,辽宁,理工,150.0
257,大连大学,辽宁,综合,149.7
258,浙大宁波理工学院,浙江,理工,149.2
259,上海应用技术大学,上海,理工,148.6
260,合肥学院,安徽,理工,147.4
261,厦门理工学院,福建,理工,147.3
262,辽宁石油化工大学,辽宁,理工,147.1
263,桂林理工大学,广西,理工,147.0
264,湖南工业大学,湖南,理工,146.2
265,东北电力大学,吉林,理工,145.3
266,贵州师范大学,贵州,师范,145.1
267,辽宁工业大学,辽宁,理工,144.8
268,中国民航大学,天津,理工,144.7
269,信阳师范大学,河南,师范,143.7
270,吉林师范大学,吉林,师范,143.4
271,江汉大学,湖北,综合,142.7
272,中原工学院,河南,理工,142.4
273,临沂大学,山东,综合,142.3
274,绍兴文理学院,浙江,师范,141.7
275,延安大学,陕西,综合,141.6
276,北京联合大学,北京,综合,140.6
276,盐城工学院,江苏,理工,140.6
278,北京石油化工学院,北京,理工,140.5
279,辽宁工程技术大学,辽宁,理工,140.4
280,浙大城市学院,浙江,理工,140.0
281,华北理工大学,河北,综合,139.8
282,西安工程大学,陕西,理工,139.5
283,长春工业大学,吉林,理工,139.0
284,井冈山大学,江西,综合,138.9
285,西华大学,四川,综合,138.8
286,上海海关学院,上海,综合,138.7
287,河北工程大学,河北,理工,138.2
287,黑龙江八一农垦大学,黑龙江,农业,138.2
289,渤海大学,辽宁,综合,138.0
290,大连交通大学,辽宁,理工,137.9
291,安庆师范大学,安徽,师范,137.7
292,景德镇陶瓷大学,江西,理工,137.5
293,淮阴工学院,江苏,理工,137.3
294,吉首大学,湖南,综合,137.1
295,湖南理工学院,湖南,理工,136.7
296,浙江科技学院,浙江,理工,136.3
297,太原科技大学,山西,理工,136.0
298,重庆科技学院,重庆,理工,135.8
299,沈阳理工大学,辽宁,理工,135.7
300,南宁师范大学,广西,师范,135.5
301,淮北师范大学,安徽,师范,135.4
301,闽南师范大学,福建,师范,135.4
303,宁波工程学院,浙江,理工,135.2
304,内蒙古工业大学,内蒙古,理工,134.8
305,新疆师范大学,新疆,师范,134.6
306,新疆农业大学,新疆,农业,134.0
307,金陵科技学院,江苏,理工,133.9
308,南昌工程学院,江西,理工,133.8
309,常熟理工学院,江苏,理工,133.6
310,淮阴师范学院,江苏,师范,133.4
311,长江师范学院,重庆,师范,133.0
312,北华大学,吉林,综合,132.9
313,广东海洋大学,广东,农业,132.5
314,广东技术师范大学,广东,师范,132.3
314,江西科技师范大学,江西,师范,132.3
316,台州学院,浙江,综合,132.0
317,大连海洋大学,辽宁,农业,131.9
318,辽宁科技大学,辽宁,理工,131.7
319,洛阳师范学院,河南,师范,131.6
320,湖北师范大学,湖北,师范,131.3
321,上海电机学院,上海,理工,130.3
322,常州工学院,江苏,理工,130.1
323,盐城师范学院,江苏,师范,129.8
324,湖北第二师范学院,湖北,师范,129.6
325,长春师范大学,吉林,师范,129.3
326,江苏海洋大学,江苏,理工,129.2
326,云南农业大学,云南,农业,129.2
328,长沙学院,湖南,理工,129.1
328,大理大学,云南,综合,129.1
328,四川轻化工大学,四川,理工,129.1
331,闽江学院,福建,理工,129.0
332,江苏理工学院,江苏,理工,128.4
332,吉林建筑大学,吉林,理工,128.4
334,福建理工大学,福建,理工,128.2
335,内蒙古科技大学,内蒙古,综合,128.0
336,贵州师范学院,贵州,师范,127.8
337,塔里木大学,新疆,综合,127.7
338,黄冈师范学院,湖北,师范,126.4
339,重庆文理学院,重庆,综合,125.8
340,沈阳大学,辽宁,综合,125.7
341,铜仁学院,贵州,综合,125.6
342,河南科技学院,河南,师范,125.3
343,五邑大学,广东,综合,124.9
344,湖南第一师范学院,湖南,师范,124.4
344,绵阳师范学院,四川,师范,124.4
346,上海第二工业大学,上海,理工,123.8
347,滨州学院,山东,师范,123.7
347,湖北文理学院,湖北,综合,123.7
349,安徽科技学院,安徽,师范,123.6
350,浙江万里学院,浙江,理工,123.5
351,西南林业大学,云南,林业,123.1
352,天津农学院,天津,农业,122.3
353,衢州学院,浙江,理工,122.2
354,天津城建大学,天津,理工,122.0
355,长春大学,吉林,综合,121.9
356,合肥师范学院,安徽,师范,121.6
356,泉州师范学院,福建,师范,121.6
358,山东交通学院,山东,理工,121.3
359,无锡学院,江苏,综合,120.8
360,衡阳师范学院,湖南,师范,120.7
360,天津职业技术师范大学,天津,师范,120.7
362,湖北科技学院,湖北,综合,120.3
362,攀枝花学院,四川,综合,120.3
362,宜春学院,江西,综合,120.3
365,仲恺农业工程学院,广东,农业,120.0
366,阜阳师范大学,安徽,师范,119.8
366,南京晓庄学院,江苏,师范,119.8
368,江苏第二师范学院,江苏,师范,119.5
368,岭南师范学院,广东,师范,119.5
370,西藏农牧学院,西藏,农业,119.4
371,惠州学院,广东,综合,119.2
372,湖南文理学院,湖南,综合,118.7
373,内江师范学院,四川,师范,118.4
374,黑龙江工程学院,黑龙江,理工,118.0
374,南阳理工学院,河南,理工,118.0
376,丽水学院,浙江,师范,117.7
376,齐齐哈尔大学,黑龙江,综合,117.7
376,浙江水利水电学院,浙江,理工,117.7
379,安阳师范学院,河南,师范,117.3
379,黄淮学院,河南,师范,117.3
381,南阳师范学院,河南,师范,117.2
382,上饶师范学院,江西,师范,117.0
383,德州学院,山东,综合,116.9
384,玉林师范学院,广西,师范,116.8
385,陕西理工大学,陕西,理工,116.5
385,西安文理学院,陕西,师范,116.5
385,徐州工程学院,江苏,理工,116.5
388,周口师范学院,河南,师范,116.2
389,泰山学院,山东,综合,116.1
390,信阳农林学院,河南,农业,115.7
391,三明学院,福建,综合,115.2
392,枣庄学院,山东,综合,114.9
393,重庆三峡学院,重庆,综合,114.5
394,湖北汽车工业学院,湖北,理工,114.4
395,成都师范学院,四川,师范,114.3
395,广西科技大学,广西,理工,114.3
397,广东石油化工学院,广东,综合,114.2
398,滁州学院,安徽,师范,113.7
399,广东第二师范学院,广东,师范,113.6
400,潍坊学院,山东,综合,113.5
401,防灾科技学院,河北,理工,113.3
402,湖北工程学院,湖北,综合,113.1
403,湖北理工学院,湖北,理工,113.0
404,湖南科技学院,湖南,综合,112.8
405,怀化学院,湖南,综合,112.6
406,湖南城市学院,湖南,综合,112.3
406,宿迁学院,江苏,综合,112.3
408,湘南学院,湖南,理工,112.1
409,贵州理工学院,贵州,理工,111.9
409,南昌师范学院,江西,师范,111.9
411,北华航天工业学院,河北,理工,111.5
412,长春工程学院,吉林,理工,111.3
412,乐山师范学院,四川,师范,111.3
414,黑龙江科技大学,黑龙江,理工,111.1
414,湖南工程学院,湖南,理工,111.1
416,佳木斯大学,黑龙江,综合,111.0
417,中国民用航空飞行学院,四川,理工,110.8
418,龙岩学院,福建,综合,110.7
418,商丘师范学院,河南,师范,110.7
420,莆田学院,福建,综合,110.6
420,西昌学院,四川,综合,110.6
422,曲靖师范学院,云南,师范,110.1
423,重庆第二师范学院,重庆,师范,110.0
424,遵义师范学院,贵州,师范,109.7
425,山西大同大学,山西,综合,109.5
426,河南城建学院,河南,理工,109.1
427,成都工业学院,四川,理工,108.9
427,齐鲁师范学院,山东,师范,108.9
429,通化师范学院,吉林,师范,108.8
430,平顶山学院,河南,师范,108.7
430,营口理工学院,辽宁,理工,108.7
432,兰州石化职业技术大学,甘肃,理工,108.6
433,九江学院,江西,综合,108.4
434,海南热带海洋学院,海南,综合,108.3
435,宜宾学院,四川,综合,108.1
436,湖南人文科技学院,湖南,师范,107.5
437,河西学院,甘肃,综合,107.3
437,邵阳学院,湖南,理工,107.3
437,天水师范学院,甘肃,师范,107.3
440,韩山师范学院,广东,师范,107.2
440,宁夏师范学院,宁夏,师范,107.2
442,吉林工程技术师范学院,吉林,师范,107.1
443,亳州学院,安徽,师范,106.9
443,河南牧业经济学院,河南,农业,106.9
445,山东青年政治学院,山东,综合,106.8
446,太原师范学院,山西,师范,106.7
447,福建技术师范学院,福建,师范,106.1
448,榆林学院,陕西,师范,105.9
449,宝鸡文理学院,陕西,师范,105.8
449,河北科技师范学院,河北,师范,105.8
449,皖西学院,安徽,师范,105.8
452,贵阳学院,贵州,综合,105.7
452,河南工程学院,河南,理工,105.7
452,山东管理学院,山东,综合,105.7
455,新乡学院,河南,理工,105.6
456,北部湾大学,广西,综合,105.5
457,西安航空学院,陕西,理工,105.3
458,渭南师范学院,陕西,师范,105.2
459,辽东学院,辽宁,综合,104.8
459,牡丹江师范学院,黑龙江,师范,104.8
461,安阳工学院,河南,理工,104.7
461,唐山师范学院,河北,师范,104.7
463,淮南师范学院,安徽,师范,104.4
464,哈尔滨学院,黑龙江,综合,104.1
465,贵阳康养职业大学,贵州,师范,103.8
465,肇庆学院,广东,综合,103.8
467,泰州学院,江苏,师范,103.7
468,宿州学院,安徽,师范,103.6
468,玉溪师范学院,云南,师范,103.6
470,山东女子学院,山东,综合,103.1
471,嘉应学院,广东,综合,103.0
471,咸阳师范学院,陕西,师范,103.0
473,石家庄学院,河北,师范,102.9
474,四川旅游学院,四川,综合,102.8
475,陇东学院,甘肃,师范,102.7
476,许昌学院,河南,理工,102.6
477,湖州学院,浙江,师范,102.2
478,鞍山师范学院,辽宁,师范,101.9
478,吉林化工学院,吉林,理工,101.9
478,天津中德应用技术大学,天津,理工,101.9
481,长治学院,山西,师范,101.8
481,辽宁科技学院,辽宁,理工,101.8
481,山东农业工程学院,山东,综合,101.8
484,洛阳理工学院,河南,综合,101.7
484,萍乡学院,江西,综合,101.7
486,凯里学院,贵州,综合,101.4
486,韶关学院,广东,综合,101.4
486,温州理工学院,浙江,理工,101.4
489,湖南工学院,湖南,理工,101.1
490,苏州城市学院,江苏,综合,100.9
491,宁德师范学院,福建,师范,100.7
492,黔南民族师范学院,贵州,师范,100.6
493,黄山学院,安徽,师范,100.2
494,河北科技工程职业技术大学,河北,理工,100.0
495,伊犁师范大学,新疆,师范,99.9
496,济宁学院,山东,师范,99.8
497,昆明学院,云南,综合,99.5
498,蚌埠学院,安徽,理工,99.4
499,赤峰学院,内蒙古,综合,98.9
499,兰州城市学院,甘肃,综合,98.9
501,巢湖学院,安徽,师范,98.7
502,池州学院,安徽,师范,98.3
502,商洛学院,陕西,综合,98.3
504,太原工业学院,山西,理工,98.2
505,红河学院,云南,综合,98.1
506,景德镇学院,江西,综合,97.9
507,广州航海学院,广东,理工,97.6
508,喀什大学,新疆,师范,97.5
508,四川文理学院,四川,综合,97.5
510,吉林农业科技学院,吉林,农业,97.4
511,郑州师范学院,河南,师范,96.5
512,菏泽学院,山东,综合,96.4
513,安顺学院,贵州,综合,96.2
514,河北建筑工程学院,河北,理工,96.1
514,武夷学院,福建,综合,96.1
516,呼伦贝尔学院,内蒙古,综合,95.9
517,南京特殊教育师范学院,江苏,师范,95.7
518,新余学院,江西,综合,95.6
519,白城师范学院,吉林,师范,95.5
520,阿坝师范学院,四川,师范,95.2
521,陕西学前师范学院,陕西,师范,95.0
522,大庆师范学院,黑龙江,综合,94.9
523,荆楚理工学院,湖北,理工,94.7
524,郑州工程技术学院,河南,理工,94.5
525,楚雄师范学院,云南,师范,94.2
526,六盘水师范学院,贵州,师范,94.1
527,梧州学院,广西,综合,93.4
528,贺州学院,广西,综合,93.1
529,桂林航天工业学院,广西,理工,92.7
530,长沙师范学院,湖南,师范,92.5
531,豫章师范学院,江西,师范,92.4
532,安康学院,陕西,综合,92.3
533,河南工学院,河南,理工,91.7
533,唐山学院,河北,理工,91.7
535,河北环境工程学院,河北,综合,91.4
536,运城学院,山西,师范,91.3
537,保定学院,河北,师范,91.2
538,保山学院,云南,师范,90.9
539,华北科技学院,河北,理工,90.6
540,兰州文理学院,甘肃,综合,90.4
541,赣南科技学院,江西,理工,90.3
542,兰州工业学院,甘肃,理工,90.2
542,兴义民族师范学院,贵州,师范,90.2
542,忻州师范学院,山西,师范,90.2
545,山东石油化工学院,山东,理工,90.0
546,沧州师范学院,河北,师范,89.5
547,琼台师范学院,海南,师范,89.4
547,邢台学院,河北,师范,89.4
549,四川民族学院,四川,师范,88.4
550,邯郸学院,河北,师范,88.0
551,贵州工程应用技术学院,贵州,师范,87.9
552,黑河学院,黑龙江,综合,87.8
553,百色学院,广西,综合,87.5
554,衡水学院,河北,师范,86.9
555,广西民族师范学院,广西,师范,86.5
555,绥化学院,黑龙江,综合,86.5
557,普洱学院,云南,师范,86.3
558,汉江师范学院,湖北,师范,85.7
559,河北民族师范学院,河北,师范,85.4
559,晋中学院,山西,师范,85.4
559,文山学院,云南,师范,85.4
562,新疆工程学院,新疆,理工,85.2
563,鄂尔多斯应用技术学院,内蒙古,综合,85.0
564,赣东学院,江西,理工,84.2
564,吕梁学院,山西,师范,84.2
566,集宁师范学院,内蒙古,师范,83.5
567,太原学院,山西,理工,83.4
568,广西科技师范学院,广西,师范,83.2
569,山西工程技术学院,山西,理工,82.9
569,张家口学院,河北,综合,82.9
571,河池学院,广西,综合,82.4
572,河套学院,内蒙古,综合,82.3
573,滇西科技师范学院,云南,师范,82.2
574,黑龙江工业学院,黑龙江,理工,80.9
575,廊坊师范学院,河北,师范,80.3
576,河北水利电力学院,河北,理工,79.6
577,甘肃民族师范学院,甘肃,师范,79.5
578,山西能源学院,山西,综合,78.3
579,昭通学院,云南,师范,78.1
580,新疆理工学院,新疆,综合,77.7
581,昌吉学院,新疆,师范,77.0
582,滇西应用技术大学,云南,综合,74.8
583,沈阳工程学院,辽宁,理工,74.7
584,河北工业职业技术大学,河北,理工,74.0
585,内蒙古科技大学包头师范学院,内蒙古,综合,71.5
586,河北石油职业技术大学,河北,理工,63.8
587,山西工程科技职业大学,山西,理工,62.1
588,山西科技学院,山西,理工,55.6
589,广西农业职业技术大学,广西,综合,51.1
590,新疆政法学院,新疆,综合,43.5
